YDR325W	YDR325W	YCG1	Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding of the condensin complex; required for clustering of tRNA genes at the nucleolus
YDR017C	YDR017C	KCS1	Inositol hexakisphosphate (IP6) and inositol heptakisphosphate (IP7) kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis, stress response and telomere maintenance
YJR132W	YJR132W	NMD5	Karyopherin, a carrier protein involved in nuclear import of proteins; importin beta homolog
YCR092C	YCR092C	MSH3	Mismatch repair protein, forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends, contains a PCNA (Pol30p) binding motif required for genome stability
YDL223C	YDL223C	HBT1	Substrate of the Hub1p ubiquitin-like protein that localizes to the shmoo tip (mating projection); mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis
YJL084C	YJL084C	ALY2	Alpha arrestin that controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; phosphorylated by Npr1p and also by cyclin-CDK complex Pcl7p-Pho85p; promotes endocytosis of plasma membrane proteins
YLR249W	YLR249W	YEF3	Gamma subunit of translational elongation factor eEF1B, stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex; contains two ABC cassettes; binds and hydrolyzes ATP
YKL197C	YKL197C	PEX1	AAA-peroxin that heterodimerizes with AAA-peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; induced by oleic acid and upregulated during anaerobiosis
YNL327W	YNL327W	EGT2	Glycosylphosphatidylinositol (GPI)-anchored cell wall endoglucanase required for proper cell separation after cytokinesis, expression is activated by Swi5p and tightly regulated in a cell cycle-dependent manner
YER114C	YER114C	BOI2	Protein implicated in polar growth, functionally redundant with Boi1p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain
YEL061C	YEL061C	CIN8	Kinesin motor protein involved in mitotic spindle assembly and chromosome segregation
YKL033W	YKL033W	TTI1	Putative protein of unknown function; subunit of the ASTRA complex which is part of the chromatin remodeling machinery; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies
YPL009C	YPL009C	RQC2	Protein of unknown function, involved in protein translation; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YCL024W	YCL024W	KCC4	Protein kinase of the bud neck involved in the septin checkpoint, associates with septin proteins, negatively regulates Swe1p by phosphorylation, shows structural homology to bud neck kinases Gin4p and Hsl1p
YOL098C	YOL098C	SDD3	Putative metalloprotease
YPL075W	YPL075W	GCR1	Transcriptional activator of genes involved in glycolysis; DNA-binding protein that interacts and functions with the transcriptional activator Gcr2p
YGL207W	YGL207W	SPT16	Subunit of the heterodimeric FACT complex (Spt16p-Pob3p), which associates with chromatin via interaction with Nhp6Ap and Nhp6Bp, and reorganizes nucleosomes to facilitate access to DNA by RNA and DNA polymerases
YIL031W	YIL031W	ULP2	Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins, plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate
YMR189W	YMR189W	GCV2	P subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm
YIL128W	YIL128W	MET18	DNA repair and TFIIH regulator, required for both nucleotide excision repair (NER) and RNA polymerase II (RNAP II) transcription; involved in telomere maintenance
YGR258C	YGR258C	RAD2	Single-stranded DNA endonuclease, cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPG protein
YOL089C	YOL089C	HAL9	Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression
YHR082C	YHR082C	KSP1	Ser/thr protein kinase; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10
YLR187W	YLR187W	SKG3	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; potential Cdc28p substrate; similar to Caf120p and Skg4p
YBL037W	YBL037W	APL3	Alpha-adaptin, large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport
YDR060W	YDR060W	MAK21	Constituent of 66S pre-ribosomal particles, required for large (60S) ribosomal subunit biogenesis; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein
YGR047C	YGR047C	TFC4	One of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102
YKL210W	YKL210W	UBA1	Ubiquitin activating enzyme (E1), involved in ubiquitin-mediated protein degradation and essential for viability
YEL055C	YEL055C	POL5	DNA Polymerase phi; has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chromosomal DNA replication; required for the synthesis of rRNA
YGR188C	YGR188C	BUB1	Protein kinase involved in the cell cycle checkpoint into anaphase; forms complex with Mad1p and Bub3p crucial to preventing cell cycle progression into anaphase in the presence of spindle damage; CDC28-mediated phosphorylation at Bub1p-T566 is important for its degradation in anaphase and adaptation of the checkpoint to prolonged mitotic arrest, but not to its kinase activity or chromosome segregation function; associates with centromere DNA via Skp1p
YDL240W	YDL240W	LRG1	Putative GTPase-activating protein (GAP) involved in the Pkc1p-mediated signaling pathway that controls cell wall integrity; appears to specifically regulate 1,3-beta-glucan synthesis
YGL201C	YGL201C	MCM6	Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex; forms a subcomplex with Mcm4p and Mcm7p
YLL031C	YLL031C	GPI13	ER membrane localized phosphoryltransferase that adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor; similar to human PIG-O protein
YDR028C	YDR028C	REG1	Regulatory subunit of type 1 protein phosphatase Glc7p, involved in negative regulation of glucose-repressible genes
YIL125W	YIL125W	KGD1	Component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA
YOR349W	YOR349W	CIN1	Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl
YPL183C	YPL183C	RTT10	Cytoplasmic protein with a role in regulation of Ty1 transposition
YDR495C	YDR495C	VPS3	Component of CORVET tethering complex; cytoplasmic protein required for the sorting and processing of soluble vacuolar proteins, acidification of the vacuolar lumen, and assembly of the vacuolar H+-ATPase
YDR379W	YDR379W	RGA2	GTPase-activating protein for the polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; regulated by Pho85p and Cdc28p
YKL173W	YKL173W	SNU114	GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2
YOR127W	YOR127W	RGA1	GTPase-activating protein for the polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth
YOR048C	YOR048C	RAT1	Nuclear 5' to 3' single-stranded RNA exonuclease, involved in RNA metabolism, including rRNA and snRNA processing as well as poly (A+) dependent and independent mRNA transcription termination
YGL241W	YGL241W	KAP114	Karyopherin, responsible for nuclear import of Spt15p, Sua7p, histones H2A and H2B, and Nap1p; amino terminus shows similarity to those of other importins, particularly Cse1p; localization is primarily nuclear
YAL035W	YAL035W	FUN12	GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2
YPL040C	YPL040C	ISM1	Mitochondrial isoleucyl-tRNA synthetase, null mutant is deficient in respiratory growth
YOL021C	YOL021C	DIS3	Exosome core complex catalytic subunit; possesses both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase R and to human DIS3
YNL123W	YNL123W	NMA111	Serine protease and general molecular chaperone; involved in response to heat stress and promotion of apoptosis; may contribute to lipid homeostasis; sequence similarity to the mammalian Omi/HtrA2 family of serine proteases
YHR073W	YHR073W	OSH3	Member of an oxysterol-binding protein family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability
YOR363C	YOR363C	PIP2	Autoregulatory oleate-specific transcriptional activator of peroxisome proliferation, contains Zn(2)-Cys(6) cluster domain, forms heterodimer with Oaf1p, binds oleate response elements (OREs), activates beta-oxidation genes
YIR002C	YIR002C	MPH1	Member of the DEAH family of helicases, functions in an error-free DNA damage bypass pathway that involves homologous recombination, binds to flap DNA and stimulates activity of Rad27p and Dna2p; mutations confer a mutator phenotype
YDR430C	YDR430C	CYM1	Lysine-specific metalloprotease of the mitochondrial intermembrane space, member of the pitrilysin family; degrades proteins and presequence peptides cleaved from imported proteins; required for normal mitochondrial morphology
YGR240C	YGR240C	PFK1	Alpha subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes
YOR346W	YOR346W	REV1	Deoxycytidyl transferase; involved in repair of abasic sites and adducted guanines in damaged DNA by translesion synthesis (TLS); forms a complex with the subunits of DNA polymerase zeta, Rev3p and Rev7p;
YBL085W	YBL085W	BOI1	Protein implicated in polar growth, functionally redundant with Boi2p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain
YKL015W	YKL015W	PUT3	Transcriptional activator of proline utilization genes, constitutively binds PUT1 and PUT2 promoter sequences and undergoes a conformational change to form the active state; has a Zn(2)-Cys(6) binuclear cluster domain
YLR442C	YLR442C	SIR3	Silencing protein that interacts with Sir2p and Sir4p, and histone H3 and H4 tails, to establish a transcriptionally silent chromatin state; required for spreading of silenced chromatin; recruited to chromatin through interaction with Rap1p
YBL005W	YBL005W	PDR3	Transcriptional activator of the pleiotropic drug resistance network, regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting sites known as PDREs (PDR responsive elements)
YMR275C	YMR275C	BUL1	Ubiquitin-binding component of the Rsp5p E3-ubiquitin ligase complex, functional homolog of Bul2p, disruption causes temperature-sensitive growth, overexpression causes missorting of amino acid permeases
YBR084W	YBR084W	MIS1	Mitochondrial C1-tetrahydrofolate synthase, involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase
YAR019C	YAR019C	CDC15	Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II
YNL236W	YNL236W	SIN4	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription
YOR160W	YOR160W	MTR10	Nuclear import receptor, mediates the nuclear localization of proteins involved in mRNA-nucleus export; promotes dissociation of mRNAs from the nucleus-cytoplasm mRNA shuttling protein Npl3p; required for retrograde import of mature tRNAs
YMR080C	YMR080C	NAM7	ATP-dependent RNA helicase of the SFI superfamily involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; involved in telomere maintenance
YMR288W	YMR288W	HSH155	U2-snRNP associated splicing factor that forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155
YIR023W	YIR023W	DAL81	Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism
YNL118C	YNL118C	DCP2	Catalytic subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation; member of the Nudix hydrolase family
YMR287C	YMR287C	DSS1	3'-5' exoribonuclease, component of the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p; the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs
YMR125W	YMR125W	STO1	Large subunit of the nuclear mRNA cap-binding protein complex, interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80
YBR112C	YBR112C	CYC8	General transcriptional co-repressor, acts together with Tup1p; also acts as part of a transcriptional co-activator complex that recruits the SWI/SNF and SAGA complexes to promoters; can form the prion [OCT+]
YBR079C	YBR079C	RPG1	eIF3a subunit of the core complex of translation initiation factor 3 (eIF3), essential for translation; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; involved in translation reinitiation
YIL130W	YIL130W	ASG1	Zinc cluster protein proposed to function as a transcriptional regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance
YOL090W	YOL090W	MSH2	Protein that forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity; Msh2p-Msh6p binds to and hydrolyzes ATP
YDL190C	YDL190C	UFD2	Ubiquitin chain assembly factor (E4) that cooperates with a ubiquitin-activating enzyme (E1), a ubiquitin-conjugating enzyme (E2), and a ubiquitin protein ligase (E3) to conjugate ubiquitin to substrates; also functions as an E3
YMR086W	YMR086W	SEG1	Component of the eisosome with unknown function; may interact with ribosomes, based on co-purification experiments; GFP-fusion protein localizes to the cell periphery; expression is repressed by cAMP; similar to A. gossypii SEG gene which is important for stabilizing eisosomes
YHR120W	YHR120W	MSH1	DNA-binding protein of the mitochondria involved in repair of mitochondrial DNA, has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis
YMR205C	YMR205C	PFK2	Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes
YBR073W	YBR073W	RDH54	DNA-dependent ATPase, stimulates strand exchange by modifying the topology of double-stranded DNA; involved in recombinational repair of DNA double-strand breaks during mitosis and meiosis; proposed to be involved in crossover interference
YGL227W	YGL227W	VID30	Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); binds FBPase; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm
YOR335C	YOR335C	ALA1	Cytoplasmic and mitochondrial alanyl-tRNA synthetase, required for protein synthesis; point mutation (cdc64-1 allele) causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog
YEL043W	YEL043W	YEL043W	Predicted cytoskeleton protein involved in intracellular signalling based on quantitative analysis of protein-protein interaction maps; may interact with ribosomes, based on co-purification studies; contains fibronectin type III domain fold
YGR140W	YGR140W	CBF2	Essential kinetochore protein, component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere; Cbf2p also binds to the CDEII region possibly forming a different multimeric complex, ubiquitinated in vivo
YJR089W	YJR089W	BIR1	Subunit of chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), which regulates chromosome segregation; required for chromosome bi-orientation and for spindle assembly checkpoint activation upon reduced sister kinetochore tension
YNL127W	YNL127W	FAR11	Protein involved in recovery from cell cycle arrest in response to pheromone, in a Far1p-independent pathway; interacts with Far3p, Far7p, Far8p, Far9p, and Far10p; has similarity to the N- and C-termini of N. crassa HAM-2
YGR162W	YGR162W	TIF4631	Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit
YDR421W	YDR421W	ARO80	Zinc finger transcriptional activator of the Zn2Cys6 family; activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids
YGR100W	YGR100W	MDR1	Cytoplasmic GTPase-activating protein for Ypt/Rab transport GTPases Ypt6p, Ypt31p and Sec4p; involved in recycling of internalized proteins and regulation of Golgi secretory function
YMR019W	YMR019W	STB4	Protein that binds Sin3p in a two-hybrid assay; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters
YGR204W	YGR204W	ADE3	Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase, involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine; null mutation causes auxotrophy for adenine and histidine
YIL002C	YIL002C	INP51	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase, synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth
YIL137C	YIL137C	TMA108	Protein that associates with ribosomes and is involved in ribosome biogenesis; putative metalloprotease
YLL003W	YLL003W	SFI1	Centrin (Cdc31p)-binding protein required for spindle pole body (SPB) duplication, localizes to the half-bridge of the SPB, required for progression through G(2)-M transition, has similarity to Xenopus laevis XCAP-C
YIL075C	YIL075C	RPN2	Subunit of the 26S proteasome, substrate of the N-acetyltransferase Nat1p
YDR356W	YDR356W	SPC110	Inner plaque spindle pole body (SPB) component, ortholog of human kendrin; involved in connecting nuclear microtubules to SPB; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner
YDR395W	YDR395W	SXM1	Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1
YJL154C	YJL154C	VPS35	Endosomal subunit of membrane-associated retromer complex required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins, forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval
YML076C	YML076C	WAR1	Homodimeric Zn2Cys6 zinc finger transcription factor; binds to a weak acid response element to induce transcription of PDR12 and FUN34, encoding an acid transporter and a putative ammonia transporter, respectively
YLR129W	YLR129W	DIP2	Nucleolar protein, specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex
YMR124W	YMR124W	EPO1	Protein of unknown function; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W is not an essential gene; predicted to have a role in organelle organization
YML109W	YML109W	ZDS2	Protein with a role in regulating Swe1p-dependent polarized growth; interacts with Cdc55p; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; paralog of Zds1p
YHL007C	YHL007C	STE20	Cdc42p-activated signal transducing kinase of the PAK (p21-activated kinase) family; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p
YLR409C	YLR409C	UTP21	Subunit of U3-containing 90S preribosome and Small Subunit (SSU) processome complexes involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma
YGR089W	YGR089W	NNF2	Protein that exhibits physical and genetic interactions with Rpb8p, which is a subunit of RNA polymerases I, II, and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation
YPR104C	YPR104C	FHL1	Regulator of ribosomal protein transcription; has forkhead associated domain that binds phosphorylated proteins; also has forkhead DNA-binding domain but does not bind DNA in vitro; suppresses RNA pol III and splicing factor prp4 mutants
YPR019W	YPR019W	MCM4	Essential helicase component of heterohexameric MCM2-7 complexes which bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p
YER075C	YER075C	PTP3	Phosphotyrosine-specific protein phosphatase involved in the inactivation of mitogen-activated protein kinase (MAPK) during osmolarity sensing; dephosporylates Hog1p MAPK and regulates its localization; localized to the cytoplasm
YPR135W	YPR135W	CTF4	Chromatin-associated protein, required for sister chromatid cohesion; interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromatid cohesion
YDR069C	YDR069C	DOA4	Ubiquitin isopeptidase, required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins en route to the vacuole
YBL104C	YBL104C	SEA4	Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole; has an N-terminal beta-propeller fold and a C-terminal RING motif; promoter contains multiple GCN4 binding sites
YDR081C	YDR081C	PDC2	Transcription factor required for the synthesis of the glycolytic enzyme pyruvate decarboxylase, required for high level expression of both the THI and the PDC genes
YER032W	YER032W	FIR1	Protein involved in 3' mRNA processing, interacts with Ref2p; potential Cdc28p substrate
YDL220C	YDL220C	CDC13	Single stranded DNA-binding protein found at TG1-3 telomere G-tails; regulates telomere replication through recruitment of specific sub-complexes, but the essential function is telomere capping
YCR057C	YCR057C	PWP2	Conserved 90S pre-ribosomal component essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0, A1, and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis
YER024W	YER024W	YAT2	Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane
YIL017C	YIL017C	VID28	Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm
YML111W	YML111W	BUL2	Component of the Rsp5p E3-ubiquitin ligase complex, involved in intracellular amino acid permease sorting, functions in heat shock element mediated gene expression, essential for growth in stress conditions, functional homolog of BUL1
YBR017C	YBR017C	KAP104	Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis
YDR103W	YDR103W	STE5	Pheromone-response scaffold protein that controls the mating decision; binds Ste11p, Ste7p, and Fus3p kinases, forming a MAPK cascade complex that interacts with the plasma membrane and Ste4p-Ste18p; allosteric activator of Fus3p
YGL093W	YGL093W	SPC105	Subunit of a kinetochore-microtubule binding complex with Kre28p that bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components
YKR021W	YKR021W	ALY1	Alpha arrestin that controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets
YGL049C	YGL049C	TIF4632	Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); homologous to Tif4631p
YOR113W	YOR113W	AZF1	Zinc-finger transcription factor, involved in induction of CLN3 transcription in response to glucose; genetic and physical interactions indicate a possible role in mitochondrial transcription or genome maintenance
YDR213W	YDR213W	UPC2	Sterol regulatory element binding protein, induces transcription of sterol biosynthetic genes and of DAN/TIR gene products; Ecm22p homolog; relocates from intracellular membranes to perinuclear foci on sterol depletion
YER151C	YER151C	UBP3	Ubiquitin-specific protease that interacts with Bre5p to co-regulate anterograde and retrograde transport between the ER and Golgi; inhibitor of gene silencing; cleaves ubiquitin fusions but not polyubiquitin; also has mRNA binding activity
YGL141W	YGL141W	HUL5	Multiubiquitin chain assembly factor (E4); proteasome processivity factor that elongates polyUb chains on substrates, opposing Ubp6p, a branched polyubiquitin protease; required for retrograde transport of misfolded proteins during ERAD
YKR089C	YKR089C	TGL4	Multifunctional triacylglycerol lipase, steryl ester hydrolase, and Ca2+-independent phospholipase A2; catalyzes acyl-CoA dependent acylation of LPA to PA; required with Tgl3p for timely bud formation; phosphorylated and activated by Cdc28p
YGL036W	YGL036W	YGL036W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YGL036W is not an essential gene
YLL026W	YLL026W	HSP104	Heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation
YBR289W	YBR289W	SNF5	Subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p
YFR040W	YFR040W	SAP155	Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap185p, and Sap190p
YDR409W	YDR409W	SIZ1	SUMO/Smt3 ligase that promotes the attachment of sumo (Smt3p; small ubiquitin-related modifier) to proteins; binds Ubc9p and may bind septins; specifically required for sumoylation of septins in vivo; localized to the septin ring
YNL082W	YNL082W	PMS1	ATP-binding protein required for mismatch repair in mitosis and meiosis; functions as a heterodimer with Mlh1p, binds double- and single-stranded DNA via its N-terminal domain, similar to E. coli MutL
YNL313C	YNL313C	EMW1	Essential conserved protein with a role in maintaining cell wall integrity; contains six TPR (tetratricopeptide repeat) domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1
YPR160W	YPR160W	GPH1	Non-essential glycogen phosphorylase required for the mobilization of glycogen, activity is regulated by cyclic AMP-mediated phosphorylation, expression is regulated by stress-response elements and by the HOG MAP kinase pathway
YDR006C	YDR006C	SOK1	Protein whose overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13
YPL150W	YPL150W	YPL150W	Putative protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study
YBR225W	YBR225W	YBR225W	Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components
YBR055C	YBR055C	PRP6	Splicing factor, component of the U4/U6-U5 snRNP complex
YLR336C	YLR336C	SGD1	Essential nuclear protein, required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia
YML093W	YML093W	UTP14	Subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit
YGL163C	YGL163C	RAD54	DNA-dependent ATPase, stimulates strand exchange by modifying the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family
YMR066W	YMR066W	SOV1	Mitochondrial protein of unknown function
YER047C	YER047C	SAP1	Putative ATPase of the AAA family, interacts with the Sin1p transcriptional repressor in the two-hybrid system
YGL180W	YGL180W	ATG1	Protein ser/thr kinase required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; structurally required for phagophore assembly site formation; during autophagy forms a complex with Atg13p and Atg17p
YOR371C	YOR371C	GPB1	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; promotes ubiquitin-dependent proteolysis of Ira2p; regulated by G-alpha protein Gpa2p; homolog of Gpb2p
YDR074W	YDR074W	TPS2	Phosphatase subunit of the trehalose-6-phosphate synthase/phosphatase complex, which synthesizes the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway
YPL126W	YPL126W	NAN1	U3 snoRNP protein, component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA
YBL014C	YBL014C	RRN6	Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p
